<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.03	00:00:00	1.23247	1.23250	1.23247	1.23250	3	0	100
2023.04.03	00:05:00	1.23250	1.23250	1.23245	1.23245	4	0	90
2023.04.03	00:10:00	1.23245	1.23252	1.23245	1.23251	19	0	87
2023.04.03	00:15:00	1.23252	1.23292	1.23247	1.23247	13	0	19
2023.04.03	00:20:00	1.23245	1.23297	1.23242	1.23297	20	0	19
2023.04.03	00:25:00	1.23252	1.23296	1.23247	1.23247	13	0	19
2023.04.03	00:30:00	1.23247	1.23297	1.23247	1.23273	36	0	17
2023.04.03	00:35:00	1.23277	1.23279	1.23219	1.23278	24	0	17
2023.04.03	00:40:00	1.23279	1.23286	1.23250	1.23286	179	0	17
2023.04.03	00:45:00	1.23286	1.23293	1.23262	1.23293	17	0	17
2023.04.03	00:50:00	1.23293	1.23324	1.23264	1.23293	20	0	17
2023.04.03	00:55:00	1.23295	1.23297	1.23263	1.23292	22	0	17
2023.04.03	01:00:00	1.23271	1.23290	1.23229	1.23250	151	0	8
2023.04.03	01:05:00	1.23245	1.23295	1.23216	1.23226	135	0	8
2023.04.03	01:10:00	1.23227	1.23230	1.23188	1.23214	267	0	8
2023.04.03	01:15:00	1.23217	1.23220	1.23165	1.23165	515	0	8
2023.04.03	01:20:00	1.23165	1.23195	1.23155	1.23193	115	0	8
2023.04.03	01:25:00	1.23193	1.23220	1.23191	1.23220	78	0	14
2023.04.03	01:30:00	1.23215	1.23215	1.23057	1.23062	266	0	8
2023.04.03	01:35:00	1.23062	1.23122	1.23058	1.23114	283	0	8
2023.04.03	01:40:00	1.23115	1.23128	1.23109	1.23120	358	0	8
2023.04.03	01:45:00	1.23121	1.23152	1.23118	1.23142	304	0	8
2023.04.03	01:50:00	1.23142	1.23142	1.23082	1.23087	263	0	8
2023.04.03	01:55:00	1.23086	1.23111	1.23086	1.23094	225	0	8
2023.04.03	02:00:00	1.23094	1.23103	1.23064	1.23069	521	0	7
2023.04.03	02:05:00	1.23069	1.23079	1.23029	1.23035	774	0	7
2023.04.03	02:10:00	1.23029	1.23029	1.22970	1.22984	499	0	7
2023.04.03	02:15:00	1.22982	1.23034	1.22982	1.23028	553	0	7
2023.04.03	02:20:00	1.23027	1.23030	1.22973	1.23004	554	0	7
2023.04.03	02:25:00	1.23004	1.23024	1.22974	1.22975	495	0	7
2023.04.03	02:30:00	1.22975	1.23017	1.22973	1.22997	474	0	7
2023.04.03	02:35:00	1.22996	1.22998	1.22972	1.22989	375	0	7
2023.04.03	02:40:00	1.22989	1.23007	1.22975	1.22986	336	0	7
2023.04.03	02:45:00	1.22986	1.22988	1.22901	1.22901	400	0	7
2023.04.03	02:50:00	1.22901	1.22909	1.22853	1.22878	458	0	7
2023.04.03	02:55:00	1.22878	1.22908	1.22836	1.22858	462	0	7
2023.04.03	03:00:00	1.22858	1.22891	1.22817	1.22851	886	0	7
2023.04.03	03:05:00	1.22857	1.22934	1.22857	1.22933	583	0	6
2023.04.03	03:10:00	1.22933	1.22953	1.22888	1.22934	601	0	7
2023.04.03	03:15:00	1.22935	1.22954	1.22916	1.22922	535	0	7
2023.04.03	03:20:00	1.22922	1.22974	1.22917	1.22962	456	0	7
2023.04.03	03:25:00	1.22962	1.22981	1.22944	1.22966	488	0	7
2023.04.03	03:30:00	1.22963	1.23005	1.22952	1.22992	467	0	7
2023.04.03	03:35:00	1.22991	1.23014	1.22973	1.22973	583	0	7
2023.04.03	03:40:00	1.22973	1.22991	1.22968	1.22977	476	0	7
2023.04.03	03:45:00	1.22976	1.22982	1.22942	1.22947	378	0	7
2023.04.03	03:50:00	1.22947	1.23056	1.22937	1.23045	654	0	6
2023.04.03	03:55:00	1.23044	1.23078	1.23039	1.23065	604	0	7
2023.04.03	04:00:00	1.23064	1.23075	1.22992	1.23023	571	0	7
2023.04.03	04:05:00	1.23023	1.23036	1.22995	1.22999	384	0	7
2023.04.03	04:10:00	1.22999	1.23023	1.22995	1.23019	327	0	7
2023.04.03	04:15:00	1.23020	1.23057	1.23009	1.23050	560	0	7
2023.04.03	04:20:00	1.23050	1.23060	1.23005	1.23057	785	0	7
2023.04.03	04:25:00	1.23058	1.23075	1.23022	1.23033	611	0	7
2023.04.03	04:30:00	1.23032	1.23052	1.23012	1.23032	789	0	7
2023.04.03	04:35:00	1.23031	1.23040	1.22983	1.22992	722	0	7
2023.04.03	04:40:00	1.22992	1.23012	1.22938	1.22940	713	0	7
2023.04.03	04:45:00	1.22940	1.22956	1.22907	1.22955	826	0	7
2023.04.03	04:50:00	1.22954	1.22973	1.22945	1.22964	767	0	7
2023.04.03	04:55:00	1.22963	1.23005	1.22946	1.22964	712	0	7
2023.04.03	05:00:00	1.22965	1.22977	1.22930	1.22950	766	0	7
2023.04.03	05:05:00	1.22950	1.22964	1.22922	1.22964	700	0	7
2023.04.03	05:10:00	1.22965	1.22965	1.22938	1.22958	643	0	7
2023.04.03	05:15:00	1.22960	1.22966	1.22954	1.22963	400	0	7
2023.04.03	05:20:00	1.22964	1.22985	1.22953	1.22970	463	0	7
2023.04.03	05:25:00	1.22971	1.22978	1.22963	1.22970	408	0	7
2023.04.03	05:30:00	1.22968	1.22970	1.22925	1.22940	524	0	7
2023.04.03	05:35:00	1.22938	1.22946	1.22903	1.22923	390	0	7
2023.04.03	05:40:00	1.22923	1.22925	1.22906	1.22916	415	0	7
2023.04.03	05:45:00	1.22912	1.22954	1.22903	1.22933	365	0	7
2023.04.03	05:50:00	1.22934	1.22936	1.22882	1.22883	414	0	7
2023.04.03	05:55:00	1.22881	1.22882	1.22840	1.22845	579	0	7
2023.04.03	06:00:00	1.22848	1.22889	1.22823	1.22826	608	0	7
2023.04.03	06:05:00	1.22826	1.22828	1.22811	1.22814	373	0	7
2023.04.03	06:10:00	1.22813	1.22816	1.22776	1.22784	439	0	7
2023.04.03	06:15:00	1.22785	1.22806	1.22777	1.22805	371	0	7
2023.04.03	06:20:00	1.22801	1.22819	1.22786	1.22813	411	0	7
2023.04.03	06:25:00	1.22812	1.22829	1.22807	1.22814	407	0	7
2023.04.03	06:30:00	1.22813	1.22834	1.22798	1.22825	496	0	7
2023.04.03	06:35:00	1.22825	1.22841	1.22820	1.22829	521	0	7
2023.04.03	06:40:00	1.22830	1.22836	1.22816	1.22829	580	0	7
2023.04.03	06:45:00	1.22829	1.22841	1.22825	1.22834	281	0	7
2023.04.03	06:50:00	1.22835	1.22844	1.22792	1.22793	374	0	7
2023.04.03	06:55:00	1.22793	1.22793	1.22762	1.22766	428	0	7
2023.04.03	07:00:00	1.22765	1.22781	1.22757	1.22780	358	0	4
2023.04.03	07:05:00	1.22780	1.22799	1.22774	1.22776	362	0	4
2023.04.03	07:10:00	1.22777	1.22800	1.22762	1.22795	368	0	4
2023.04.03	07:15:00	1.22793	1.22826	1.22786	1.22791	333	0	4
2023.04.03	07:20:00	1.22791	1.22795	1.22770	1.22780	340	0	4
2023.04.03	07:25:00	1.22780	1.22780	1.22761	1.22769	332	0	4
2023.04.03	07:30:00	1.22768	1.22802	1.22765	1.22802	404	0	4
2023.04.03	07:35:00	1.22801	1.22829	1.22801	1.22829	321	0	4
2023.04.03	07:40:00	1.22831	1.22843	1.22822	1.22839	387	0	4
2023.04.03	07:45:00	1.22839	1.22839	1.22795	1.22797	316	0	4
2023.04.03	07:50:00	1.22797	1.22812	1.22792	1.22808	454	0	4
2023.04.03	07:55:00	1.22808	1.22818	1.22807	1.22810	286	0	4
2023.04.03	08:00:00	1.22810	1.22810	1.22789	1.22805	397	0	4
2023.04.03	08:05:00	1.22805	1.22810	1.22782	1.22796	433	0	4
2023.04.03	08:10:00	1.22796	1.22801	1.22777	1.22783	500	0	4
2023.04.03	08:15:00	1.22783	1.22834	1.22783	1.22831	244	0	2
2023.04.03	08:20:00	1.22830	1.22847	1.22822	1.22842	357	0	4
2023.04.03	08:25:00	1.22843	1.22864	1.22818	1.22844	321	0	4
2023.04.03	08:30:00	1.22845	1.22851	1.22832	1.22840	440	0	4
2023.04.03	08:35:00	1.22840	1.22846	1.22818	1.22829	269	0	4
2023.04.03	08:40:00	1.22828	1.22844	1.22818	1.22829	359	0	4
2023.04.03	08:45:00	1.22830	1.22832	1.22759	1.22787	413	0	4
2023.04.03	08:50:00	1.22786	1.22812	1.22776	1.22792	387	0	4
2023.04.03	08:55:00	1.22788	1.22828	1.22785	1.22825	358	0	4
2023.04.03	09:00:00	1.22825	1.22830	1.22770	1.22820	619	0	4
2023.04.03	09:05:00	1.22820	1.22838	1.22793	1.22793	500	0	3
2023.04.03	09:10:00	1.22791	1.22862	1.22745	1.22844	763	0	4
2023.04.03	09:15:00	1.22845	1.22871	1.22838	1.22870	557	0	4
2023.04.03	09:20:00	1.22871	1.22879	1.22845	1.22848	467	0	4
2023.04.03	09:25:00	1.22848	1.22896	1.22841	1.22886	470	0	4
2023.04.03	09:30:00	1.22879	1.22897	1.22854	1.22893	444	0	4
2023.04.03	09:35:00	1.22895	1.22921	1.22874	1.22920	572	0	4
2023.04.03	09:40:00	1.22920	1.22920	1.22883	1.22909	587	0	4
2023.04.03	09:45:00	1.22907	1.22969	1.22896	1.22937	560	0	4
2023.04.03	09:50:00	1.22937	1.22980	1.22929	1.22975	336	0	4
2023.04.03	09:55:00	1.22974	1.23016	1.22940	1.22955	575	0	4
2023.04.03	10:00:00	1.22956	1.23087	1.22956	1.23036	840	0	3
2023.04.03	10:05:00	1.23036	1.23120	1.23026	1.23097	711	0	4
2023.04.03	10:10:00	1.23096	1.23117	1.23085	1.23095	806	0	4
2023.04.03	10:15:00	1.23093	1.23118	1.23062	1.23085	642	0	4
2023.04.03	10:20:00	1.23085	1.23089	1.23045	1.23067	481	0	3
2023.04.03	10:25:00	1.23067	1.23130	1.23056	1.23111	523	0	4
2023.04.03	10:30:00	1.23112	1.23178	1.23096	1.23169	501	0	4
2023.04.03	10:35:00	1.23168	1.23259	1.23166	1.23243	514	0	4
2023.04.03	10:40:00	1.23243	1.23261	1.23166	1.23166	483	0	4
2023.04.03	10:45:00	1.23167	1.23210	1.23160	1.23192	531	0	4
2023.04.03	10:50:00	1.23193	1.23245	1.23168	1.23182	589	0	4
2023.04.03	10:55:00	1.23182	1.23236	1.23153	1.23229	452	0	4
2023.04.03	11:00:00	1.23229	1.23258	1.23142	1.23167	519	0	4
2023.04.03	11:05:00	1.23164	1.23201	1.23152	1.23162	584	0	4
2023.04.03	11:10:00	1.23162	1.23173	1.23144	1.23161	516	0	4
2023.04.03	11:15:00	1.23162	1.23196	1.23143	1.23194	384	0	4
2023.04.03	11:20:00	1.23196	1.23237	1.23183	1.23184	409	0	4
2023.04.03	11:25:00	1.23184	1.23193	1.23138	1.23142	453	0	4
2023.04.03	11:30:00	1.23142	1.23178	1.23125	1.23131	410	0	4
2023.04.03	11:35:00	1.23131	1.23186	1.23112	1.23166	392	0	4
2023.04.03	11:40:00	1.23166	1.23166	1.23124	1.23124	347	0	4
2023.04.03	11:45:00	1.23118	1.23144	1.23092	1.23143	390	0	4
2023.04.03	11:50:00	1.23144	1.23238	1.23123	1.23227	669	0	4
2023.04.03	11:55:00	1.23227	1.23348	1.23221	1.23326	400	0	4
2023.04.03	12:00:00	1.23326	1.23379	1.23317	1.23322	811	0	4
2023.04.03	12:05:00	1.23321	1.23376	1.23320	1.23344	545	0	4
2023.04.03	12:10:00	1.23349	1.23376	1.23334	1.23365	354	0	4
2023.04.03	12:15:00	1.23367	1.23377	1.23344	1.23369	404	0	4
2023.04.03	12:20:00	1.23369	1.23379	1.23349	1.23364	379	0	4
2023.04.03	12:25:00	1.23365	1.23416	1.23363	1.23391	528	0	4
2023.04.03	12:30:00	1.23391	1.23403	1.23372	1.23390	375	0	4
2023.04.03	12:35:00	1.23390	1.23404	1.23374	1.23392	286	0	4
2023.04.03	12:40:00	1.23392	1.23414	1.23382	1.23383	295	0	4
2023.04.03	12:45:00	1.23383	1.23432	1.23373	1.23423	278	0	4
2023.04.03	12:50:00	1.23424	1.23473	1.23414	1.23457	415	0	4
2023.04.03	12:55:00	1.23458	1.23501	1.23447	1.23494	346	0	4
2023.04.03	13:00:00	1.23494	1.23558	1.23488	1.23516	813	0	4
2023.04.03	13:05:00	1.23517	1.23575	1.23516	1.23532	556	0	4
2023.04.03	13:10:00	1.23531	1.23591	1.23531	1.23541	717	0	4
2023.04.03	13:15:00	1.23541	1.23610	1.23523	1.23523	432	0	4
2023.04.03	13:20:00	1.23527	1.23536	1.23510	1.23521	796	0	4
2023.04.03	13:25:00	1.23521	1.23568	1.23502	1.23517	447	0	4
2023.04.03	13:30:00	1.23516	1.23592	1.23503	1.23574	471	0	4
2023.04.03	13:35:00	1.23574	1.23574	1.23521	1.23522	544	0	4
2023.04.03	13:40:00	1.23521	1.23562	1.23512	1.23537	494	0	4
2023.04.03	13:45:00	1.23537	1.23567	1.23514	1.23562	327	0	4
2023.04.03	13:50:00	1.23559	1.23669	1.23555	1.23615	470	0	4
2023.04.03	13:55:00	1.23615	1.23655	1.23572	1.23639	502	0	4
2023.04.03	14:00:00	1.23639	1.23668	1.23625	1.23643	506	0	4
2023.04.03	14:05:00	1.23643	1.23657	1.23613	1.23625	383	0	4
2023.04.03	14:10:00	1.23624	1.23666	1.23614	1.23646	356	0	4
2023.04.03	14:15:00	1.23644	1.23692	1.23643	1.23673	411	0	4
2023.04.03	14:20:00	1.23673	1.23693	1.23662	1.23689	404	0	4
2023.04.03	14:25:00	1.23689	1.23716	1.23665	1.23681	361	0	4
2023.04.03	14:30:00	1.23681	1.23749	1.23681	1.23725	519	0	3
2023.04.03	14:35:00	1.23725	1.23795	1.23725	1.23794	412	0	4
2023.04.03	14:40:00	1.23794	1.23805	1.23751	1.23755	482	0	4
2023.04.03	14:45:00	1.23755	1.23802	1.23742	1.23790	317	0	4
2023.04.03	14:50:00	1.23790	1.23809	1.23769	1.23798	386	0	4
2023.04.03	14:55:00	1.23798	1.23833	1.23765	1.23832	464	0	4
2023.04.03	15:00:00	1.23831	1.23838	1.23790	1.23829	547	0	4
2023.04.03	15:05:00	1.23829	1.23842	1.23807	1.23812	355	0	4
2023.04.03	15:10:00	1.23811	1.23822	1.23781	1.23782	367	0	4
2023.04.03	15:15:00	1.23782	1.23858	1.23782	1.23856	208	0	4
2023.04.03	15:20:00	1.23863	1.23932	1.23850	1.23889	526	0	4
2023.04.03	15:25:00	1.23889	1.23897	1.23846	1.23859	385	0	4
2023.04.03	15:30:00	1.23861	1.23889	1.23822	1.23852	365	0	4
2023.04.03	15:35:00	1.23856	1.23872	1.23830	1.23837	356	0	4
2023.04.03	15:40:00	1.23836	1.23861	1.23819	1.23830	328	0	4
2023.04.03	15:45:00	1.23831	1.23831	1.23789	1.23809	318	0	4
2023.04.03	15:50:00	1.23809	1.23896	1.23795	1.23871	347	0	4
2023.04.03	15:55:00	1.23870	1.23888	1.23817	1.23858	366	0	4
2023.04.03	16:00:00	1.23858	1.23889	1.23829	1.23837	650	0	4
2023.04.03	16:05:00	1.23837	1.23856	1.23809	1.23810	436	0	4
2023.04.03	16:10:00	1.23810	1.23848	1.23781	1.23840	377	0	4
2023.04.03	16:15:00	1.23840	1.23852	1.23779	1.23791	446	0	4
2023.04.03	16:20:00	1.23793	1.23845	1.23791	1.23843	407	0	4
2023.04.03	16:25:00	1.23839	1.23877	1.23815	1.23876	391	0	4
2023.04.03	16:30:00	1.23876	1.23878	1.23791	1.23793	609	0	4
2023.04.03	16:35:00	1.23796	1.23932	1.23796	1.23922	473	0	4
2023.04.03	16:40:00	1.23923	1.23957	1.23908	1.23943	476	0	4
2023.04.03	16:45:00	1.23939	1.24006	1.23936	1.24000	635	0	3
2023.04.03	16:50:00	1.24004	1.24049	1.23928	1.23930	830	0	4
2023.04.03	16:55:00	1.23931	1.23948	1.23868	1.23891	697	0	1
2023.04.03	17:00:00	1.23888	1.24097	1.23888	1.24033	1651	0	1
2023.04.03	17:05:00	1.24033	1.24121	1.23998	1.24072	1240	0	4
2023.04.03	17:10:00	1.24070	1.24091	1.24021	1.24063	863	0	3
2023.04.03	17:15:00	1.24066	1.24130	1.24060	1.24123	793	0	4
2023.04.03	17:20:00	1.24124	1.24207	1.24095	1.24120	1204	0	3
2023.04.03	17:25:00	1.24120	1.24146	1.24071	1.24105	740	0	4
2023.04.03	17:30:00	1.24110	1.24118	1.24038	1.24071	713	0	4
2023.04.03	17:35:00	1.24071	1.24071	1.24001	1.24023	662	0	4
2023.04.03	17:40:00	1.24022	1.24073	1.24003	1.24004	628	0	4
2023.04.03	17:45:00	1.24004	1.24015	1.23955	1.23989	764	0	4
2023.04.03	17:50:00	1.23987	1.24034	1.23951	1.23963	902	0	4
2023.04.03	17:55:00	1.23965	1.24051	1.23947	1.23956	678	0	3
2023.04.03	18:00:00	1.23956	1.23995	1.23932	1.23939	711	0	3
2023.04.03	18:05:00	1.23942	1.23955	1.23862	1.23863	643	0	4
2023.04.03	18:10:00	1.23864	1.23878	1.23818	1.23830	850	0	4
2023.04.03	18:15:00	1.23829	1.23886	1.23800	1.23886	656	0	4
2023.04.03	18:20:00	1.23889	1.23899	1.23857	1.23866	576	0	4
2023.04.03	18:25:00	1.23866	1.23877	1.23839	1.23844	493	0	4
2023.04.03	18:30:00	1.23844	1.23915	1.23834	1.23884	459	0	4
2023.04.03	18:35:00	1.23883	1.23961	1.23883	1.23920	480	0	4
2023.04.03	18:40:00	1.23920	1.23980	1.23903	1.23956	340	0	4
2023.04.03	18:45:00	1.23956	1.24023	1.23941	1.24020	396	0	4
2023.04.03	18:50:00	1.24020	1.24022	1.23993	1.24014	388	0	4
2023.04.03	18:55:00	1.24014	1.24049	1.24003	1.24018	377	0	4
2023.04.03	19:00:00	1.24018	1.24021	1.23960	1.23970	429	0	4
2023.04.03	19:05:00	1.23970	1.23971	1.23910	1.23910	225	0	4
2023.04.03	19:10:00	1.23910	1.23962	1.23900	1.23930	215	0	4
2023.04.03	19:15:00	1.23931	1.23969	1.23930	1.23947	329	0	4
2023.04.03	19:20:00	1.23947	1.23957	1.23903	1.23923	451	0	4
2023.04.03	19:25:00	1.23923	1.23956	1.23910	1.23910	290	0	4
2023.04.03	19:30:00	1.23911	1.23920	1.23870	1.23871	227	0	4
2023.04.03	19:35:00	1.23871	1.23891	1.23850	1.23865	338	0	4
2023.04.03	19:40:00	1.23865	1.23884	1.23852	1.23882	354	0	4
2023.04.03	19:45:00	1.23881	1.23933	1.23880	1.23925	335	0	4
2023.04.03	19:50:00	1.23925	1.23949	1.23902	1.23914	309	0	4
2023.04.03	19:55:00	1.23913	1.23967	1.23910	1.23964	298	0	4
2023.04.03	20:00:00	1.23964	1.23964	1.23912	1.23917	418	0	4
2023.04.03	20:05:00	1.23917	1.23922	1.23870	1.23922	327	0	5
2023.04.03	20:10:00	1.23921	1.23925	1.23900	1.23902	360	0	5
2023.04.03	20:15:00	1.23902	1.23952	1.23901	1.23932	418	0	5
2023.04.03	20:20:00	1.23932	1.23944	1.23913	1.23939	376	0	5
2023.04.03	20:25:00	1.23938	1.23949	1.23904	1.23910	296	0	5
2023.04.03	20:30:00	1.23908	1.23956	1.23901	1.23933	362	0	5
2023.04.03	20:35:00	1.23933	1.23964	1.23921	1.23964	304	0	5
2023.04.03	20:40:00	1.23963	1.23969	1.23941	1.23941	270	0	5
2023.04.03	20:45:00	1.23941	1.23942	1.23909	1.23934	182	0	4
2023.04.03	20:50:00	1.23934	1.23938	1.23918	1.23930	190	0	5
2023.04.03	20:55:00	1.23930	1.23972	1.23929	1.23972	208	0	5
2023.04.03	21:00:00	1.23971	1.23993	1.23961	1.23975	187	0	5
2023.04.03	21:05:00	1.23973	1.23976	1.23947	1.23953	215	0	3
2023.04.03	21:10:00	1.23952	1.24018	1.23949	1.24015	284	0	5
2023.04.03	21:15:00	1.24015	1.24015	1.23962	1.23996	301	0	4
2023.04.03	21:20:00	1.23996	1.24027	1.23994	1.24016	384	0	5
2023.04.03	21:25:00	1.24016	1.24096	1.24014	1.24041	516	0	5
2023.04.03	21:30:00	1.24041	1.24065	1.24031	1.24049	415	0	4
2023.04.03	21:35:00	1.24051	1.24071	1.24041	1.24053	280	0	5
2023.04.03	21:40:00	1.24053	1.24057	1.24012	1.24016	348	0	5
2023.04.03	21:45:00	1.24017	1.24042	1.24001	1.24035	171	0	0
2023.04.03	21:50:00	1.24035	1.24051	1.24031	1.24050	210	0	5
2023.04.03	21:55:00	1.24051	1.24099	1.24049	1.24092	399	0	5
2023.04.03	22:00:00	1.24095	1.24116	1.24080	1.24109	231	0	5
2023.04.03	22:05:00	1.24108	1.24120	1.24088	1.24098	169	0	5
2023.04.03	22:10:00	1.24099	1.24121	1.24098	1.24119	136	0	1
2023.04.03	22:15:00	1.24119	1.24128	1.24089	1.24098	88	0	5
2023.04.03	22:20:00	1.24099	1.24110	1.24079	1.24108	127	0	3
2023.04.03	22:25:00	1.24109	1.24137	1.24104	1.24130	262	0	5
2023.04.03	22:30:00	1.24130	1.24133	1.24119	1.24123	164	0	5
2023.04.03	22:35:00	1.24123	1.24181	1.24117	1.24163	195	0	5
2023.04.03	22:40:00	1.24162	1.24179	1.24144	1.24179	185	0	5
2023.04.03	22:45:00	1.24179	1.24194	1.24161	1.24172	162	0	0
2023.04.03	22:50:00	1.24172	1.24230	1.24172	1.24220	299	0	5
2023.04.03	22:55:00	1.24220	1.24233	1.24213	1.24221	294	0	5
2023.04.03	23:00:00	1.24221	1.24231	1.24199	1.24221	129	0	5
2023.04.03	23:05:00	1.24221	1.24228	1.24211	1.24215	161	0	8
2023.04.03	23:10:00	1.24214	1.24216	1.24197	1.24213	122	0	7
2023.04.03	23:15:00	1.24214	1.24214	1.24177	1.24188	188	0	8
2023.04.03	23:20:00	1.24187	1.24191	1.24173	1.24189	99	0	8
2023.04.03	23:25:00	1.24192	1.24201	1.24178	1.24188	122	0	8
2023.04.03	23:30:00	1.24188	1.24203	1.24187	1.24191	62	0	8
2023.04.03	23:35:00	1.24190	1.24192	1.24164	1.24164	128	0	8
2023.04.03	23:40:00	1.24163	1.24175	1.24156	1.24175	93	0	8
2023.04.03	23:45:00	1.24174	1.24176	1.24159	1.24175	43	0	8
2023.04.03	23:50:00	1.24175	1.24183	1.24155	1.24172	311	0	8
2023.04.04	00:00:00	1.24165	1.24165	1.24028	1.24028	4	0	34
2023.04.04	00:05:00	1.24028	1.24036	1.24027	1.24027	6	0	153
2023.04.04	00:10:00	1.24027	1.24027	1.24003	1.24027	9	0	159
2023.04.04	00:15:00	1.24027	1.24099	1.24027	1.24027	20	0	94
2023.04.04	00:20:00	1.24027	1.24089	1.24027	1.24083	6	0	98
2023.04.04	00:25:00	1.24083	1.24091	1.24053	1.24053	20	0	85
2023.04.04	00:30:00	1.24053	1.24169	1.24053	1.24136	67	0	17
2023.04.04	00:35:00	1.24130	1.24153	1.24130	1.24152	32	0	17
2023.04.04	00:40:00	1.24154	1.24173	1.24132	1.24151	82	0	8
2023.04.04	00:45:00	1.24145	1.24180	1.24133	1.24179	46	0	17
2023.04.04	00:50:00	1.24141	1.24187	1.24131	1.24178	79	0	8
2023.04.04	00:55:00	1.24153	1.24182	1.24153	1.24166	72	0	8
2023.04.04	01:00:00	1.24169	1.24194	1.24161	1.24178	256	0	8
2023.04.04	01:05:00	1.24178	1.24191	1.24174	1.24190	162	0	8
2023.04.04	01:10:00	1.24191	1.24197	1.24179	1.24185	88	0	8
2023.04.04	01:15:00	1.24177	1.24192	1.24167	1.24188	275	0	8
2023.04.04	01:20:00	1.24189	1.24192	1.24179	1.24190	512	0	17
2023.04.04	01:25:00	1.24191	1.24201	1.24184	1.24198	122	0	8
2023.04.04	01:30:00	1.24198	1.24208	1.24193	1.24198	147	0	8
2023.04.04	01:35:00	1.24197	1.24201	1.24188	1.24189	125	0	8
2023.04.04	01:40:00	1.24188	1.24190	1.24185	1.24186	174	0	14
2023.04.04	01:45:00	1.24186	1.24193	1.24165	1.24180	200	0	8
2023.04.04	01:50:00	1.24180	1.24181	1.24165	1.24173	174	0	8
2023.04.04	01:55:00	1.24173	1.24178	1.24150	1.24155	125	0	8
2023.04.04	02:00:00	1.24155	1.24181	1.24155	1.24181	171	0	7
2023.04.04	02:05:00	1.24181	1.24212	1.24174	1.24211	127	0	7
2023.04.04	02:10:00	1.24212	1.24213	1.24193	1.24212	171	0	7
2023.04.04	02:15:00	1.24212	1.24213	1.24203	1.24205	96	0	7
2023.04.04	02:20:00	1.24205	1.24240	1.24200	1.24229	187	0	7
2023.04.04	02:25:00	1.24228	1.24240	1.24224	1.24240	158	0	7
2023.04.04	02:30:00	1.24235	1.24241	1.24225	1.24237	91	0	7
2023.04.04	02:35:00	1.24237	1.24250	1.24228	1.24241	190	0	7
2023.04.04	02:40:00	1.24242	1.24244	1.24222	1.24231	124	0	7
2023.04.04	02:45:00	1.24232	1.24240	1.24229	1.24240	167	0	7
2023.04.04	02:50:00	1.24239	1.24240	1.24220	1.24232	162	0	7
2023.04.04	02:55:00	1.24232	1.24232	1.24199	1.24199	136	0	7
2023.04.04	03:00:00	1.24200	1.24218	1.24158	1.24173	621	0	7
2023.04.04	03:05:00	1.24173	1.24202	1.24160	1.24199	495	0	7
2023.04.04	03:10:00	1.24198	1.24200	1.24155	1.24156	476	0	7
2023.04.04	03:15:00	1.24154	1.24174	1.24153	1.24161	344	0	7
2023.04.04	03:20:00	1.24160	1.24190	1.24160	1.24189	366	0	7
2023.04.04	03:25:00	1.24196	1.24227	1.24190	1.24218	326	0	7
2023.04.04	03:30:00	1.24219	1.24223	1.24199	1.24207	455	0	7
2023.04.04	03:35:00	1.24208	1.24218	1.24162	1.24163	411	0	7
2023.04.04	03:40:00	1.24162	1.24186	1.24152	1.24153	558	0	7
2023.04.04	03:45:00	1.24152	1.24168	1.24149	1.24152	388	0	7
2023.04.04	03:50:00	1.24152	1.24154	1.24049	1.24055	479	0	7
2023.04.04	03:55:00	1.24051	1.24116	1.24051	1.24107	305	0	6
2023.04.04	04:00:00	1.24107	1.24116	1.24064	1.24111	463	0	7
2023.04.04	04:05:00	1.24110	1.24125	1.24070	1.24076	455	0	7
2023.04.04	04:10:00	1.24076	1.24088	1.24066	1.24077	560	0	7
2023.04.04	04:15:00	1.24078	1.24084	1.24066	1.24080	413	0	7
2023.04.04	04:20:00	1.24079	1.24081	1.24047	1.24080	707	0	7
2023.04.04	04:25:00	1.24079	1.24091	1.24064	1.24068	482	0	7
2023.04.04	04:30:00	1.24067	1.24088	1.24043	1.24050	690	0	7
2023.04.04	04:35:00	1.24049	1.24069	1.24044	1.24068	419	0	7
2023.04.04	04:40:00	1.24069	1.24098	1.24054	1.24058	358	0	7
2023.04.04	04:45:00	1.24058	1.24059	1.24008	1.24018	408	0	7
2023.04.04	04:50:00	1.24018	1.24046	1.23986	1.24036	504	0	7
2023.04.04	04:55:00	1.24037	1.24047	1.24027	1.24030	342	0	7
2023.04.04	05:00:00	1.24029	1.24054	1.23998	1.24047	598	0	7
2023.04.04	05:05:00	1.24048	1.24073	1.24037	1.24071	340	0	7
2023.04.04	05:10:00	1.24071	1.24071	1.24019	1.24028	366	0	7
2023.04.04	05:15:00	1.24028	1.24065	1.24027	1.24057	419	0	5
2023.04.04	05:20:00	1.24057	1.24065	1.24040	1.24051	376	0	7
2023.04.04	05:25:00	1.24053	1.24064	1.24028	1.24040	373	0	7
2023.04.04	05:30:00	1.24039	1.24075	1.24037	1.24037	399	0	7
2023.04.04	05:35:00	1.24038	1.24048	1.24010	1.24029	269	0	7
2023.04.04	05:40:00	1.24030	1.24040	1.23997	1.24011	411	0	7
2023.04.04	05:45:00	1.24011	1.24027	1.24008	1.24011	277	0	5
