<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.06	21:05:00	1.24583	1.24607	1.24583	1.24594	324	0	5
2023.04.06	21:10:00	1.24595	1.24605	1.24583	1.24584	175	0	5
2023.04.06	21:15:00	1.24584	1.24599	1.24544	1.24544	300	0	1
2023.04.06	21:20:00	1.24544	1.24544	1.24512	1.24522	368	0	5
2023.04.06	21:25:00	1.24520	1.24520	1.24493	1.24512	282	0	5
2023.04.06	21:30:00	1.24513	1.24531	1.24500	1.24530	243	0	5
2023.04.06	21:35:00	1.24529	1.24531	1.24511	1.24514	178	0	5
2023.04.06	21:40:00	1.24513	1.24529	1.24510	1.24526	345	0	5
2023.04.06	21:45:00	1.24526	1.24530	1.24510	1.24522	218	0	5
2023.04.06	21:50:00	1.24523	1.24539	1.24519	1.24520	214	0	3
2023.04.06	21:55:00	1.24520	1.24543	1.24500	1.24541	245	0	5
2023.04.06	22:00:00	1.24542	1.24543	1.24507	1.24509	390	0	5
2023.04.06	22:05:00	1.24510	1.24511	1.24489	1.24493	272	0	5
2023.04.06	22:10:00	1.24491	1.24491	1.24462	1.24471	259	0	5
2023.04.06	22:15:00	1.24471	1.24474	1.24448	1.24453	188	0	2
2023.04.06	22:20:00	1.24452	1.24458	1.24440	1.24451	203	0	4
2023.04.06	22:25:00	1.24452	1.24455	1.24427	1.24431	328	0	5
2023.04.06	22:30:00	1.24431	1.24443	1.24430	1.24432	121	0	3
2023.04.06	22:35:00	1.24432	1.24434	1.24407	1.24408	166	0	3
2023.04.06	22:40:00	1.24409	1.24424	1.24400	1.24423	284	0	5
2023.04.06	22:45:00	1.24422	1.24444	1.24422	1.24432	300	0	5
2023.04.06	22:50:00	1.24432	1.24443	1.24423	1.24432	227	0	5
2023.04.06	22:55:00	1.24432	1.24437	1.24419	1.24437	197	0	5
2023.04.06	23:00:00	1.24432	1.24433	1.24416	1.24416	122	0	5
2023.04.06	23:05:00	1.24415	1.24419	1.24412	1.24414	39	0	8
2023.04.06	23:10:00	1.24414	1.24424	1.24412	1.24422	28	0	8
2023.04.06	23:15:00	1.24422	1.24422	1.24395	1.24412	31	0	8
2023.04.06	23:20:00	1.24412	1.24414	1.24408	1.24410	29	0	7
2023.04.06	23:25:00	1.24410	1.24411	1.24401	1.24410	21	0	7
2023.04.06	23:30:00	1.24410	1.24413	1.24398	1.24413	39	0	8
2023.04.06	23:35:00	1.24413	1.24415	1.24391	1.24391	49	0	8
2023.04.06	23:40:00	1.24391	1.24392	1.24383	1.24387	26	0	8
2023.04.06	23:45:00	1.24381	1.24391	1.24377	1.24377	40	0	8
2023.04.06	23:50:00	1.24378	1.24382	1.24370	1.24379	41	0	8
2023.04.07	00:00:00	1.24369	1.24369	1.24359	1.24360	8	0	35
2023.04.07	00:05:00	1.24360	1.24360	1.24360	1.24360	1	0	105
2023.04.07	00:10:00	1.24360	1.24371	1.24358	1.24371	6	0	94
2023.04.07	00:15:00	1.24404	1.24419	1.24359	1.24418	55	0	19
2023.04.07	00:20:00	1.24381	1.24418	1.24379	1.24407	23	0	19
2023.04.07	00:25:00	1.24408	1.24419	1.24377	1.24394	43	0	19
2023.04.07	00:30:00	1.24394	1.24401	1.24374	1.24395	146	0	8
2023.04.07	00:35:00	1.24385	1.24400	1.24356	1.24380	71	0	8
2023.04.07	00:40:00	1.24382	1.24413	1.24367	1.24392	80	0	8
2023.04.07	00:45:00	1.24392	1.24416	1.24370	1.24373	49	0	17
2023.04.07	00:50:00	1.24370	1.24409	1.24369	1.24372	65	0	17
2023.04.07	00:55:00	1.24372	1.24413	1.24348	1.24413	41	0	17
2023.04.07	01:00:00	1.24408	1.24422	1.24357	1.24366	170	0	8
2023.04.07	01:05:00	1.24365	1.24408	1.24365	1.24395	263	0	8
2023.04.07	01:10:00	1.24394	1.24395	1.24368	1.24391	81	0	8
2023.04.07	01:15:00	1.24387	1.24409	1.24370	1.24374	747	0	17
2023.04.07	01:20:00	1.24375	1.24379	1.24372	1.24378	725	0	17
2023.04.07	01:25:00	1.24377	1.24385	1.24375	1.24378	211	0	8
2023.04.07	01:30:00	1.24385	1.24392	1.24365	1.24366	1056	0	8
2023.04.07	01:35:00	1.24368	1.24370	1.24328	1.24335	484	0	8
2023.04.07	01:40:00	1.24335	1.24341	1.24319	1.24340	358	0	8
2023.04.07	01:45:00	1.24342	1.24346	1.24336	1.24339	261	0	8
2023.04.07	01:50:00	1.24339	1.24345	1.24339	1.24341	323	0	12
2023.04.07	01:55:00	1.24344	1.24354	1.24338	1.24350	227	0	14
2023.04.07	02:00:00	1.24350	1.24359	1.24340	1.24341	331	0	4
2023.04.07	02:05:00	1.24343	1.24351	1.24340	1.24342	322	0	7
2023.04.07	02:10:00	1.24342	1.24370	1.24342	1.24360	195	0	7
2023.04.07	02:15:00	1.24359	1.24366	1.24358	1.24363	205	0	6
2023.04.07	02:20:00	1.24363	1.24364	1.24344	1.24356	216	0	7
2023.04.07	02:25:00	1.24355	1.24369	1.24353	1.24369	67	0	9
2023.04.07	02:30:00	1.24364	1.24379	1.24364	1.24378	51	0	7
2023.04.07	02:35:00	1.24378	1.24381	1.24372	1.24372	25	0	7
2023.04.07	02:40:00	1.24373	1.24424	1.24373	1.24424	37	0	7
2023.04.07	02:45:00	1.24422	1.24422	1.24377	1.24377	47	0	7
2023.04.07	02:50:00	1.24377	1.24380	1.24368	1.24372	36	0	1
2023.04.07	02:55:00	1.24377	1.24382	1.24367	1.24377	32	0	7
2023.04.07	03:00:00	1.24377	1.24449	1.24376	1.24446	359	0	7
2023.04.07	03:05:00	1.24445	1.24446	1.24415	1.24428	154	0	7
2023.04.07	03:10:00	1.24427	1.24428	1.24421	1.24424	52	0	7
2023.04.07	03:15:00	1.24424	1.24426	1.24399	1.24407	102	0	5
2023.04.07	03:20:00	1.24400	1.24403	1.24355	1.24360	188	0	7
2023.04.07	03:25:00	1.24362	1.24380	1.24360	1.24379	88	0	7
2023.04.07	03:30:00	1.24378	1.24380	1.24344	1.24352	296	0	7
2023.04.07	03:35:00	1.24351	1.24363	1.24342	1.24361	203	0	7
2023.04.07	03:40:00	1.24360	1.24364	1.24350	1.24360	149	0	7
2023.04.07	03:45:00	1.24360	1.24362	1.24344	1.24351	155	0	7
2023.04.07	03:50:00	1.24352	1.24374	1.24350	1.24369	219	0	7
2023.04.07	03:55:00	1.24369	1.24374	1.24365	1.24373	223	0	7
2023.04.07	04:00:00	1.24373	1.24391	1.24368	1.24390	129	0	5
2023.04.07	04:05:00	1.24389	1.24400	1.24388	1.24398	140	0	7
2023.04.07	04:10:00	1.24398	1.24403	1.24383	1.24385	152	0	7
2023.04.07	04:15:00	1.24384	1.24398	1.24384	1.24393	205	0	7
2023.04.07	04:20:00	1.24393	1.24412	1.24393	1.24411	122	0	7
2023.04.07	04:25:00	1.24411	1.24428	1.24407	1.24408	286	0	7
2023.04.07	04:30:00	1.24407	1.24411	1.24388	1.24393	208	0	7
2023.04.07	04:35:00	1.24393	1.24430	1.24389	1.24423	336	0	7
2023.04.07	04:40:00	1.24422	1.24424	1.24417	1.24421	175	0	7
2023.04.07	04:45:00	1.24421	1.24443	1.24421	1.24437	176	0	7
2023.04.07	04:50:00	1.24438	1.24450	1.24432	1.24437	240	0	7
2023.04.07	04:55:00	1.24437	1.24438	1.24415	1.24426	277	0	7
2023.04.07	05:00:00	1.24426	1.24438	1.24424	1.24437	289	0	7
2023.04.07	05:05:00	1.24437	1.24444	1.24432	1.24443	57	0	7
2023.04.07	05:10:00	1.24442	1.24452	1.24441	1.24452	55	0	4
2023.04.07	05:15:00	1.24452	1.24456	1.24433	1.24437	173	0	2
2023.04.07	05:20:00	1.24438	1.24485	1.24437	1.24484	266	0	7
2023.04.07	05:25:00	1.24484	1.24495	1.24483	1.24489	133	0	7
2023.04.07	05:30:00	1.24489	1.24490	1.24468	1.24472	103	0	7
2023.04.07	05:35:00	1.24472	1.24478	1.24455	1.24477	69	0	7
2023.04.07	05:40:00	1.24477	1.24481	1.24472	1.24478	355	0	7
2023.04.07	05:45:00	1.24478	1.24482	1.24470	1.24470	204	0	7
2023.04.07	05:50:00	1.24470	1.24476	1.24466	1.24474	135	0	3
2023.04.07	05:55:00	1.24474	1.24477	1.24464	1.24475	303	0	7
2023.04.07	06:00:00	1.24474	1.24478	1.24470	1.24472	548	0	7
2023.04.07	06:05:00	1.24472	1.24476	1.24463	1.24472	993	0	7
2023.04.07	06:10:00	1.24473	1.24474	1.24462	1.24464	620	0	7
2023.04.07	06:15:00	1.24465	1.24470	1.24463	1.24469	364	0	7
2023.04.07	06:20:00	1.24469	1.24469	1.24461	1.24465	545	0	7
2023.04.07	06:25:00	1.24463	1.24464	1.24454	1.24456	451	0	7
2023.04.07	06:30:00	1.24456	1.24462	1.24452	1.24459	341	0	7
2023.04.07	06:35:00	1.24459	1.24476	1.24455	1.24474	952	0	7
2023.04.07	06:40:00	1.24474	1.24488	1.24472	1.24482	1022	0	7
2023.04.07	06:45:00	1.24484	1.24485	1.24473	1.24473	832	0	7
2023.04.07	06:50:00	1.24474	1.24476	1.24469	1.24474	1100	0	7
2023.04.07	06:55:00	1.24473	1.24476	1.24472	1.24475	695	0	7
2023.04.07	07:00:00	1.24475	1.24500	1.24474	1.24498	472	0	4
2023.04.07	07:05:00	1.24497	1.24507	1.24497	1.24504	617	0	4
2023.04.07	07:10:00	1.24504	1.24515	1.24492	1.24505	459	0	4
2023.04.07	07:15:00	1.24504	1.24507	1.24500	1.24504	455	0	4
2023.04.07	07:20:00	1.24503	1.24509	1.24499	1.24504	320	0	4
2023.04.07	07:25:00	1.24504	1.24504	1.24493	1.24493	270	0	4
2023.04.07	07:30:00	1.24493	1.24499	1.24489	1.24495	415	0	4
2023.04.07	07:35:00	1.24497	1.24497	1.24494	1.24495	82	0	4
2023.04.07	07:40:00	1.24495	1.24496	1.24488	1.24489	82	0	4
2023.04.07	07:45:00	1.24488	1.24501	1.24484	1.24497	191	0	4
2023.04.07	07:50:00	1.24497	1.24497	1.24485	1.24487	252	0	4
2023.04.07	07:55:00	1.24487	1.24488	1.24475	1.24478	130	0	4
2023.04.07	08:00:00	1.24477	1.24486	1.24469	1.24484	208	0	4
2023.04.07	08:05:00	1.24484	1.24485	1.24475	1.24477	86	0	4
2023.04.07	08:10:00	1.24476	1.24477	1.24461	1.24467	183	0	4
2023.04.07	08:15:00	1.24467	1.24470	1.24461	1.24469	218	0	4
2023.04.07	08:20:00	1.24470	1.24474	1.24464	1.24469	252	0	4
2023.04.07	08:25:00	1.24470	1.24487	1.24469	1.24483	233	0	4
2023.04.07	08:30:00	1.24483	1.24496	1.24482	1.24495	44	0	3
2023.04.07	08:35:00	1.24495	1.24498	1.24490	1.24492	128	0	4
2023.04.07	08:40:00	1.24492	1.24502	1.24492	1.24495	171	0	4
2023.04.07	08:45:00	1.24494	1.24504	1.24487	1.24503	177	0	4
2023.04.07	08:50:00	1.24503	1.24512	1.24495	1.24497	270	0	4
2023.04.07	08:55:00	1.24496	1.24498	1.24487	1.24496	101	0	4
2023.04.07	09:00:00	1.24496	1.24496	1.24453	1.24463	162	0	4
2023.04.07	09:05:00	1.24463	1.24488	1.24458	1.24486	438	0	4
2023.04.07	09:10:00	1.24486	1.24486	1.24467	1.24469	149	0	4
2023.04.07	09:15:00	1.24469	1.24488	1.24467	1.24478	157	0	4
2023.04.07	09:20:00	1.24478	1.24490	1.24472	1.24490	123	0	4
2023.04.07	09:25:00	1.24489	1.24558	1.24489	1.24552	245	0	4
2023.04.07	09:30:00	1.24551	1.24559	1.24511	1.24512	466	0	4
2023.04.07	09:35:00	1.24512	1.24531	1.24506	1.24514	424	0	4
2023.04.07	09:40:00	1.24514	1.24526	1.24509	1.24522	197	0	4
2023.04.07	09:45:00	1.24523	1.24523	1.24383	1.24402	397	0	4
2023.04.07	09:50:00	1.24403	1.24421	1.24403	1.24409	208	0	4
2023.04.07	09:55:00	1.24410	1.24423	1.24395	1.24418	225	0	4
2023.04.07	10:00:00	1.24417	1.24417	1.24344	1.24348	380	0	4
2023.04.07	10:05:00	1.24348	1.24415	1.24335	1.24402	217	0	4
2023.04.07	10:10:00	1.24402	1.24407	1.24387	1.24401	268	0	4
2023.04.07	10:15:00	1.24401	1.24401	1.24382	1.24388	240	0	4
2023.04.07	10:20:00	1.24389	1.24431	1.24389	1.24420	162	0	4
2023.04.07	10:25:00	1.24419	1.24423	1.24387	1.24396	127	0	4
2023.04.07	10:30:00	1.24396	1.24415	1.24395	1.24414	65	0	4
2023.04.07	10:35:00	1.24415	1.24430	1.24405	1.24429	138	0	4
2023.04.07	10:40:00	1.24428	1.24428	1.24385	1.24386	139	0	4
2023.04.07	10:45:00	1.24387	1.24396	1.24376	1.24394	161	0	4
2023.04.07	10:50:00	1.24394	1.24408	1.24378	1.24404	224	0	4
2023.04.07	10:55:00	1.24404	1.24404	1.24353	1.24363	265	0	3
2023.04.07	11:00:00	1.24366	1.24366	1.24287	1.24356	467	0	4
2023.04.07	11:05:00	1.24356	1.24377	1.24352	1.24366	271	0	4
2023.04.07	11:10:00	1.24366	1.24379	1.24358	1.24362	226	0	4
2023.04.07	11:15:00	1.24361	1.24391	1.24358	1.24377	186	0	4
2023.04.07	11:20:00	1.24377	1.24389	1.24375	1.24387	140	0	1
2023.04.07	11:25:00	1.24387	1.24408	1.24371	1.24386	215	0	4
2023.04.07	11:30:00	1.24382	1.24394	1.24367	1.24376	197	0	4
2023.04.07	11:35:00	1.24372	1.24382	1.24365	1.24382	278	0	4
2023.04.07	11:40:00	1.24382	1.24387	1.24368	1.24378	214	0	4
2023.04.07	11:45:00	1.24379	1.24396	1.24377	1.24392	275	0	4
2023.04.07	11:50:00	1.24392	1.24392	1.24365	1.24379	174	0	4
2023.04.07	11:55:00	1.24379	1.24406	1.24378	1.24404	139	0	2
2023.04.07	12:00:00	1.24403	1.24403	1.24352	1.24353	184	0	4
2023.04.07	12:05:00	1.24353	1.24374	1.24344	1.24365	147	0	2
2023.04.07	12:10:00	1.24365	1.24393	1.24365	1.24389	448	0	4
2023.04.07	12:15:00	1.24389	1.24408	1.24386	1.24398	367	0	4
2023.04.07	12:20:00	1.24397	1.24402	1.24384	1.24388	352	0	4
2023.04.07	12:25:00	1.24387	1.24393	1.24386	1.24389	218	0	4
2023.04.07	12:30:00	1.24388	1.24393	1.24378	1.24379	255	0	4
2023.04.07	12:35:00	1.24378	1.24387	1.24374	1.24383	323	0	4
2023.04.07	12:40:00	1.24383	1.24424	1.24383	1.24424	181	0	4
2023.04.07	12:45:00	1.24423	1.24428	1.24406	1.24411	325	0	4
2023.04.07	12:50:00	1.24410	1.24417	1.24397	1.24407	257	0	4
2023.04.07	12:55:00	1.24408	1.24411	1.24396	1.24397	135	0	2
2023.04.07	13:00:00	1.24396	1.24409	1.24395	1.24396	190	0	4
2023.04.07	13:05:00	1.24396	1.24397	1.24382	1.24392	205	0	4
2023.04.07	13:10:00	1.24391	1.24423	1.24380	1.24423	241	0	1
2023.04.07	13:15:00	1.24422	1.24430	1.24418	1.24424	283	0	4
2023.04.07	13:20:00	1.24425	1.24448	1.24422	1.24445	210	0	4
2023.04.07	13:25:00	1.24445	1.24452	1.24439	1.24442	278	0	4
2023.04.07	13:30:00	1.24442	1.24454	1.24427	1.24447	119	0	0
2023.04.07	13:35:00	1.24447	1.24448	1.24432	1.24439	204	0	4
2023.04.07	13:40:00	1.24439	1.24454	1.24426	1.24436	200	0	4
2023.04.07	13:45:00	1.24440	1.24441	1.24408	1.24433	261	0	4
2023.04.07	13:50:00	1.24433	1.24434	1.24416	1.24426	318	0	4
2023.04.07	13:55:00	1.24427	1.24428	1.24416	1.24422	184	0	4
2023.04.07	14:00:00	1.24422	1.24423	1.24381	1.24398	227	0	4
2023.04.07	14:05:00	1.24397	1.24414	1.24396	1.24402	272	0	4
2023.04.07	14:10:00	1.24402	1.24414	1.24367	1.24370	186	0	4
2023.04.07	14:15:00	1.24365	1.24370	1.24357	1.24368	143	0	0
2023.04.07	14:20:00	1.24368	1.24376	1.24356	1.24364	182	0	4
2023.04.07	14:25:00	1.24364	1.24375	1.24358	1.24374	113	0	0
2023.04.07	14:30:00	1.24375	1.24390	1.24375	1.24386	103	0	4
2023.04.07	14:35:00	1.24385	1.24392	1.24375	1.24378	91	0	4
2023.04.07	14:40:00	1.24378	1.24380	1.24350	1.24350	68	0	4
2023.04.07	14:45:00	1.24350	1.24354	1.24335	1.24336	76	0	4
2023.04.07	14:50:00	1.24336	1.24360	1.24325	1.24358	109	0	4
2023.04.07	14:55:00	1.24358	1.24374	1.24356	1.24371	77	0	4
2023.04.07	15:00:00	1.24371	1.24371	1.24309	1.24336	127	0	4
2023.04.07	15:05:00	1.24336	1.24360	1.24327	1.24359	94	0	2
2023.04.07	15:10:00	1.24359	1.24365	1.24310	1.24322	97	0	4
2023.04.07	15:15:00	1.24323	1.24324	1.24293	1.24304	85	0	4
2023.04.07	15:20:00	1.24309	1.24338	1.24308	1.24336	146	0	4
2023.04.07	15:25:00	1.24336	1.24336	1.24272	1.24290	397	0	1
2023.04.07	15:30:00	1.24292	1.24350	1.24057	1.24061	1351	0	1
2023.04.07	15:35:00	1.24060	1.24078	1.23890	1.23935	1106	0	1
2023.04.07	15:40:00	1.23938	1.24001	1.23938	1.23998	482	0	4
2023.04.07	15:45:00	1.23999	1.24161	1.23985	1.24088	710	0	1
2023.04.07	15:50:00	1.24087	1.24159	1.24077	1.24134	722	0	1
2023.04.07	15:55:00	1.24138	1.24169	1.24106	1.24162	310	0	1
2023.04.07	16:00:00	1.24159	1.24174	1.24139	1.24149	305	0	4
2023.04.07	16:05:00	1.24148	1.24222	1.24146	1.24179	299	0	4
2023.04.07	16:10:00	1.24181	1.24183	1.24102	1.24103	515	0	4
2023.04.07	16:15:00	1.24102	1.24103	1.24020	1.24026	291	0	4
2023.04.07	16:20:00	1.24027	1.24075	1.23997	1.24068	429	0	1
2023.04.07	16:25:00	1.24068	1.24121	1.24065	1.24095	192	0	1
2023.04.07	16:30:00	1.24095	1.24108	1.24079	1.24088	191	0	4
2023.04.07	16:35:00	1.24088	1.24107	1.24065	1.24069	104	0	4
2023.04.07	16:40:00	1.24070	1.24088	1.24043	1.24048	157	0	1
2023.04.07	16:45:00	1.24042	1.24072	1.24035	1.24068	180	0	1
2023.04.07	16:50:00	1.24068	1.24070	1.24031	1.24034	117	0	1
2023.04.07	16:55:00	1.24034	1.24112	1.24033	1.24110	157	0	4
2023.04.07	17:00:00	1.24110	1.24117	1.24064	1.24098	183	0	4
2023.04.07	17:05:00	1.24099	1.24118	1.24092	1.24116	104	0	4
2023.04.07	17:10:00	1.24118	1.24139	1.24114	1.24139	93	0	1
2023.04.07	17:15:00	1.24139	1.24164	1.24134	1.24159	88	0	1
2023.04.07	17:20:00	1.24159	1.24193	1.24156	1.24190	126	0	1
2023.04.07	17:25:00	1.24190	1.24223	1.24190	1.24222	115	0	4
2023.04.07	17:30:00	1.24222	1.24222	1.24201	1.24216	184	0	4
2023.04.07	17:35:00	1.24216	1.24248	1.24210	1.24246	181	0	4
2023.04.07	17:40:00	1.24245	1.24247	1.24168	1.24203	239	0	1
2023.04.07	17:45:00	1.24206	1.24223	1.24170	1.24198	399	0	1
2023.04.07	17:50:00	1.24199	1.24227	1.24188	1.24217	133	0	1
2023.04.07	17:55:00	1.24217	1.24262	1.24175	1.24244	173	0	3
2023.04.07	18:00:00	1.24244	1.24259	1.24187	1.24201	286	0	1
2023.04.07	18:05:00	1.24200	1.24205	1.24162	1.24180	394	0	1
2023.04.07	18:10:00	1.24180	1.24190	1.24151	1.24163	476	0	1
2023.04.07	18:15:00	1.24163	1.24167	1.24132	1.24141	864	0	1
2023.04.07	18:20:00	1.24140	1.24188	1.24133	1.24141	762	0	1
2023.04.07	18:25:00	1.24142	1.24155	1.24135	1.24141	689	0	1
2023.04.07	18:30:00	1.24147	1.24157	1.24138	1.24140	828	0	1
2023.04.07	18:35:00	1.24146	1.24166	1.24138	1.24163	702	0	1
2023.04.07	18:40:00	1.24162	1.24170	1.24156	1.24167	881	0	1
2023.04.07	18:45:00	1.24167	1.24208	1.24155	1.24185	767	0	1
2023.04.07	18:50:00	1.24182	1.24198	1.24173	1.24191	291	0	1
2023.04.07	18:55:00	1.24190	1.24230	1.24181	1.24216	637	0	1
2023.04.07	19:00:00	1.24192	1.24235	1.24185	1.24210	1638	0	1
2023.04.07	19:05:00	1.24207	1.24239	1.24192	1.24237	602	0	1
2023.04.07	19:10:00	1.24236	1.24261	1.24168	1.24183	529	0	1
2023.04.07	19:15:00	1.24185	1.24228	1.24170	1.24176	879	0	1
2023.04.07	19:20:00	1.24178	1.24191	1.24176	1.24187	1037	0	1
2023.04.07	19:25:00	1.24183	1.24205	1.24175	1.24197	409	0	1
2023.04.07	19:30:00	1.24191	1.24219	1.24185	1.24191	204	0	1
2023.04.07	19:35:00	1.24189	1.24203	1.24181	1.24188	561	0	1
2023.04.07	19:40:00	1.24190	1.24208	1.24184	1.24197	789	0	1
2023.04.07	19:45:00	1.24198	1.24204	1.24181	1.24183	995	0	1
2023.04.07	19:50:00	1.24190	1.24202	1.24169	1.24200	1070	0	1
2023.04.07	19:55:00	1.24199	1.24210	1.24161	1.24176	569	0	1
2023.04.07	20:00:00	1.24176	1.24210	1.24166	1.24187	488	0	1
2023.04.07	20:05:00	1.24188	1.24199	1.24178	1.24187	124	0	12
2023.04.07	20:10:00	1.24187	1.24193	1.24185	1.24193	65	0	12
2023.04.07	20:15:00	1.24192	1.24200	1.24187	1.24191	136	0	12
2023.04.07	20:20:00	1.24191	1.24199	1.24187	1.24191	108	0	12
2023.04.07	20:25:00	1.24191	1.24200	1.24190	1.24192	99	0	12
2023.04.07	20:30:00	1.24191	1.24202	1.24191	1.24199	539	0	12
2023.04.07	20:35:00	1.24200	1.24203	1.24186	1.24186	140	0	12
2023.04.07	20:40:00	1.24185	1.24205	1.24182	1.24193	108	0	12
2023.04.07	20:45:00	1.24193	1.24200	1.24190	1.24193	54	0	12
2023.04.07	20:50:00	1.24193	1.24195	1.24186	1.24186	61	0	12
2023.04.07	20:55:00	1.24186	1.24195	1.24176	1.24181	135	0	12
2023.04.07	21:00:00	1.24181	1.24195	1.24180	1.24189	443	0	12
2023.04.07	21:05:00	1.24189	1.24199	1.24187	1.24193	249	0	12
2023.04.07	21:10:00	1.24192	1.24194	1.24156	1.24169	807	0	12
2023.04.07	21:15:00	1.24171	1.24174	1.24155	1.24168	772	0	12
2023.04.07	21:20:00	1.24165	1.24182	1.24164	1.24180	263	0	12
2023.04.07	21:25:00	1.24178	1.24182	1.24145	1.24176	370	0	12
2023.04.07	21:30:00	1.24177	1.24178	1.24174	1.24176	78	0	12
2023.04.07	21:35:00	1.24172	1.24179	1.24171	1.24175	86	0	12
2023.04.07	21:40:00	1.24175	1.24182	1.24175	1.24182	100	0	12
2023.04.07	21:45:00	1.24180	1.24182	1.24177	1.24178	89	0	12
2023.04.07	21:50:00	1.24177	1.24180	1.24173	1.24174	107	0	12
2023.04.07	21:55:00	1.24173	1.24176	1.24147	1.24161	270	0	12
2023.04.07	22:00:00	1.24160	1.24183	1.24153	1.24183	201	0	12
2023.04.07	22:05:00	1.24182	1.24194	1.24172	1.24183	87	0	12
2023.04.07	22:10:00	1.24184	1.24194	1.24175	1.24181	59	0	12
2023.04.07	22:15:00	1.24182	1.24190	1.24172	1.24176	104	0	12
2023.04.07	22:20:00	1.24179	1.24184	1.24174	1.24182	68	0	12
2023.04.07	22:25:00	1.24178	1.24183	1.24165	1.24168	36	0	12
2023.04.07	22:30:00	1.24177	1.24183	1.24134	1.24181	33	0	12
2023.04.07	22:35:00	1.24180	1.24181	1.24166	1.24171	24	0	12
2023.04.07	22:40:00	1.24171	1.24182	1.24168	1.24176	36	0	12
2023.04.07	22:45:00	1.24167	1.24180	1.24165	1.24168	37	0	12
2023.04.07	22:50:00	1.24170	1.24183	1.24170	1.24178	77	0	12
2023.04.07	22:55:00	1.24174	1.24294	1.24165	1.24258	166	0	12
2023.04.07	23:00:00	1.24258	1.24331	1.24254	1.24284	212	0	12
2023.04.07	23:05:00	1.24293	1.24293	1.24259	1.24266	127	0	14
2023.04.07	23:10:00	1.24266	1.24304	1.24265	1.24295	90	0	14
2023.04.07	23:15:00	1.24297	1.24298	1.24281	1.24288	27	0	14
2023.04.07	23:20:00	1.24288	1.24288	1.24261	1.24269	35	0	14
2023.04.07	23:25:00	1.24266	1.24282	1.24234	1.24234	63	0	14
2023.04.07	23:30:00	1.24232	1.24266	1.24226	1.24261	142	0	14
2023.04.07	23:35:00	1.24260	1.24265	1.24209	1.24243	81	0	19
2023.04.07	23:40:00	1.24239	1.24244	1.24100	1.24155	73	0	19
2023.04.07	23:45:00	1.24154	1.24187	1.24153	1.24155	55	0	19
2023.04.07	23:50:00	1.24156	1.24179	1.24146	1.24164	35	0	19
2023.04.10	00:05:00	1.24130	1.24130	1.24077	1.24130	3	0	161
2023.04.10	00:10:00	1.24130	1.24132	1.24077	1.24132	7	0	126
2023.04.10	00:15:00	1.24132	1.24195	1.24132	1.24194	17	0	19
2023.04.10	00:20:00	1.24168	1.24200	1.24151	1.24153	25	0	19
2023.04.10	00:25:00	1.24152	1.24195	1.24152	1.24165	7	0	19
2023.04.10	00:30:00	1.24163	1.24196	1.24152	1.24196	12	0	17
2023.04.10	00:35:00	1.24178	1.24197	1.24154	1.24172	13	0	17
2023.04.10	00:40:00	1.24172	1.24172	1.24152	1.24156	7	0	69
2023.04.10	00:45:00	1.24157	1.24177	1.24157	1.24176	8	0	69
2023.04.10	00:50:00	1.24176	1.24201	1.24159	1.24159	6	0	17
2023.04.10	00:55:00	1.24160	1.24204	1.24158	1.24201	17	0	17
2023.04.10	01:00:00	1.24209	1.24240	1.24196	1.24240	239	0	17
2023.04.10	01:05:00	1.24241	1.24241	1.24195	1.24218	174	0	17
2023.04.10	01:10:00	1.24216	1.24227	1.24183	1.24227	169	0	17
2023.04.10	01:15:00	1.24219	1.24259	1.24203	1.24245	505	0	17
2023.04.10	01:20:00	1.24244	1.24253	1.24238	1.24253	158	0	17
2023.04.10	01:25:00	1.24253	1.24253	1.24245	1.24253	34	0	17
2023.04.10	01:30:00	1.24252	1.24253	1.24237	1.24240	92	0	8
2023.04.10	01:35:00	1.24239	1.24274	1.24230	1.24270	85	0	8
2023.04.10	01:40:00	1.24275	1.24279	1.24248	1.24260	69	0	8
2023.04.10	01:45:00	1.24260	1.24271	1.24251	1.24269	253	0	17
2023.04.10	01:50:00	1.24270	1.24270	1.24247	1.24248	72	0	8
2023.04.10	01:55:00	1.24248	1.24263	1.24235	1.24263	47	0	8
2023.04.10	02:00:00	1.24267	1.24269	1.24242	1.24247	76	0	7
2023.04.10	02:05:00	1.24247	1.24250	1.24233	1.24238	49	0	7
2023.04.10	02:10:00	1.24238	1.24247	1.24231	1.24237	162	0	12
2023.04.10	02:15:00	1.24237	1.24239	1.24203	1.24205	144	0	7
2023.04.10	02:20:00	1.24206	1.24237	1.24206	1.24232	223	0	12
2023.04.10	02:25:00	1.24231	1.24241	1.24221	1.24231	206	0	7
2023.04.10	02:30:00	1.24230	1.24250	1.24228	1.24248	118	0	12
2023.04.10	02:35:00	1.24248	1.24274	1.24248	1.24272	179	0	7
2023.04.10	02:40:00	1.24271	1.24293	1.24267	1.24268	289	0	7
2023.04.10	02:45:00	1.24269	1.24304	1.24269	1.24300	191	0	7
2023.04.10	02:50:00	1.24300	1.24304	1.24282	1.24289	95	0	7
2023.04.10	02:55:00	1.24290	1.24311	1.24289	1.24304	177	0	7
2023.04.10	03:00:00	1.24305	1.24339	1.24294	1.24296	514	0	7
